trip_id,arrival_time,departure_time,stop_id
6507854-Sunday,14:41:00,14:41:00,70141
6507854-Sunday,14:45:00,14:45:00,70131
6507854-Sunday,14:48:00,14:48:00,70121
6507854-Sunday,14:51:00,14:51:00,70111
6507854-Sunday,14:54:00,14:54:00,70101
6507854-Sunday,14:57:00,14:57:00,70091
6507854-Sunday,15:00:00,15:00:00,70081
6507854-Sunday,15:03:00,15:03:00,70071
6507854-Sunday,15:08:00,15:08:00,70061
6507854-Sunday,15:12:00,15:12:00,70051
6507854-Sunday,15:17:00,15:17:00,70041
6507854-Sunday,15:23:00,15:23:00,70031
6507854-Sunday,15:28:00,15:28:00,70021
6507854-Sunday,15:36:00,15:36:00,70011
6507855-Sunday,15:00:00,15:00:00,70261
6507855-Sunday,15:05:00,15:05:00,70241
6507855-Sunday,15:10:00,15:10:00,70231
6507855-Sunday,15:14:00,15:14:00,70221
6507855-Sunday,15:19:00,15:19:00,70211
6507855-Sunday,15:23:00,15:23:00,70201
6507855-Sunday,15:27:00,15:27:00,70191
6507855-Sunday,15:31:00,15:31:00,70171
6507855-Sunday,15:34:00,15:34:00,70161
6507855-Sunday,15:37:00,15:37:00,70151
6507855-Sunday,15:41:00,15:41:00,70141
6507855-Sunday,15:45:00,15:45:00,70131
6507855-Sunday,15:48:00,15:48:00,70121
6507855-Sunday,15:51:00,15:51:00,70111
6507855-Sunday,15:54:00,15:54:00,70101
6507855-Sunday,15:57:00,15:57:00,70091
6507855-Sunday,16:00:00,16:00:00,70081
6507855-Sunday,16:03:00,16:03:00,70071
6507855-Sunday,16:08:00,16:08:00,70061
6507855-Sunday,16:12:00,16:12:00,70051
6507855-Sunday,16:17:00,16:17:00,70041
6507855-Sunday,16:23:00,16:23:00,70031
6507855-Sunday,16:28:00,16:28:00,70021
6507855-Sunday,16:36:00,16:36:00,70011
6507856-Sunday,16:00:00,16:00:00,70261
6507856-Sunday,16:05:00,16:05:00,70241
6507856-Sunday,16:10:00,16:10:00,70231
6507856-Sunday,16:14:00,16:14:00,70221
6507856-Sunday,16:19:00,16:19:00,70211
6507856-Sunday,16:23:00,16:23:00,70201
6507856-Sunday,16:27:00,16:27:00,70191
6507856-Sunday,16:31:00,16:31:00,70171
6507856-Sunday,16:34:00,16:34:00,70161
6507856-Sunday,16:37:00,16:37:00,70151
6507856-Sunday,16:41:00,16:41:00,70141
6507856-Sunday,16:45:00,16:45:00,70131
6507856-Sunday,16:48:00,16:48:00,70121
6507856-Sunday,16:51:00,16:51:00,70111
6507856-Sunday,16:54:00,16:54:00,70101
6507856-Sunday,16:57:00,16:57:00,70091
6507856-Sunday,17:00:00,17:00:00,70081
6507856-Sunday,17:03:00,17:03:00,70071
6507856-Sunday,17:08:00,17:08:00,70061
6507856-Sunday,17:12:00,17:12:00,70051
6507856-Sunday,17:17:00,17:17:00,70041
6507856-Sunday,17:23:00,17:23:00,70031
6507856-Sunday,17:28:00,17:28:00,70021
6507856-Sunday,17:36:00,17:36:00,70011
6507857-Sunday,17:00:00,17:00:00,70261
6507857-Sunday,17:05:00,17:05:00,70241
6507857-Sunday,17:10:00,17:10:00,70231
6507857-Sunday,17:14:00,17:14:00,70221
6507857-Sunday,17:19:00,17:19:00,70211
6507857-Sunday,17:23:00,17:23:00,70201
6507857-Sunday,17:27:00,17:27:00,70191
6507857-Sunday,17:31:00,17:31:00,70171
6507857-Sunday,17:34:00,17:34:00,70161
6507857-Sunday,17:37:00,17:37:00,70151
6507857-Sunday,17:41:00,17:41:00,70141
6507857-Sunday,17:45:00,17:45:00,70131
6507857-Sunday,17:48:00,17:48:00,70121
6507857-Sunday,17:51:00,17:51:00,70111
6507857-Sunday,17:54:00,17:54:00,70101
6507857-Sunday,17:57:00,17:57:00,70091
6507857-Sunday,18:00:00,18:00:00,70081
6507857-Sunday,18:03:00,18:03:00,70071
6507857-Sunday,18:08:00,18:08:00,70061
6507857-Sunday,18:12:00,18:12:00,70051
6507857-Sunday,18:17:00,18:17:00,70041
6507857-Sunday,18:23:00,18:23:00,70031
6507857-Sunday,18:28:00,18:28:00,70021
6507857-Sunday,18:36:00,18:36:00,70011
6507858-Sunday,18:00:00,18:00:00,70261
6507858-Sunday,18:05:00,18:05:00,70241
6507858-Sunday,18:10:00,18:10:00,70231
6507858-Sunday,18:14:00,18:14:00,70221
6507858-Sunday,18:19:00,18:19:00,70211
6507858-Sunday,18:23:00,18:23:00,70201
6507858-Sunday,18:27:00,18:27:00,70191
6507858-Sunday,18:31:00,18:31:00,70171
6507858-Sunday,18:34:00,18:34:00,70161
6507858-Sunday,18:37:00,18:37:00,70151
6507858-Sunday,18:41:00,18:41:00,70141
6507858-Sunday,18:45:00,18:45:00,70131
6507858-Sunday,18:48:00,18:48:00,70121
6507858-Sunday,18:51:00,18:51:00,70111
6507858-Sunday,18:54:00,18:54:00,70101
6507858-Sunday,18:57:00,18:57:00,70091
6507858-Sunday,19:00:00,19:00:00,70081
6507858-Sunday,19:03:00,19:03:00,70071
6507858-Sunday,19:08:00,19:08:00,70061
6507858-Sunday,19:12:00,19:12:00,70051
6507858-Sunday,19:17:00,19:17:00,70041
6507858-Sunday,19:23:00,19:23:00,70031
6507858-Sunday,19:28:00,19:28:00,70021
6507858-Sunday,19:36:00,19:36:00,70011
6507859-Sunday,19:00:00,19:00:00,70261
6507859-Sunday,19:05:00,19:05:00,70241
6507859-Sunday,19:10:00,19:10:00,70231
6507859-Sunday,19:14:00,19:14:00,70221
6507859-Sunday,19:19:00,19:19:00,70211
6507859-Sunday,19:23:00,19:23:00,70201
6507859-Sunday,19:27:00,19:27:00,70191
6507859-Sunday,19:31:00,19:31:00,70171
6507859-Sunday,19:34:00,19:34:00,70161
6507859-Sunday,19:37:00,19:37:00,70151
6507859-Sunday,19:41:00,19:41:00,70141
6507859-Sunday,19:45:00,19:45:00,70131
6507859-Sunday,19:48:00,19:48:00,70121
6507859-Sunday,19:51:00,19:51:00,70111
6507859-Sunday,19:54:00,19:54:00,70101
6507859-Sunday,19:57:00,19:57:00,70091
6507859-Sunday,20:00:00,20:00:00,70081
6507859-Sunday,20:03:00,20:03:00,70071
6507859-Sunday,20:08:00,20:08:00,70061
6507859-Sunday,20:12:00,20:12:00,70051
6507859-Sunday,20:17:00,20:17:00,70041
6507859-Sunday,20:23:00,20:23:00,70031
6507859-Sunday,20:28:00,20:28:00,70021
6507859-Sunday,20:36:00,20:36:00,70011
6507860-Sunday,20:00:00,20:00:00,70261
6507860-Sunday,20:05:00,20:05:00,70241
6507860-Sunday,20:10:00,20:10:00,70231
6507860-Sunday,20:14:00,20:14:00,70221
6507860-Sunday,20:19:00,20:19:00,70211
6507860-Sunday,20:23:00,20:23:00,70201
6507860-Sunday,20:27:00,20:27:00,70191
6507860-Sunday,20:31:00,20:31:00,70171
6507860-Sunday,20:34:00,20:34:00,70161
6507860-Sunday,20:37:00,20:37:00,70151
6507860-Sunday,20:41:00,20:41:00,70141
6507860-Sunday,20:45:00,20:45:00,70131
6507860-Sunday,20:48:00,20:48:00,70121
6507860-Sunday,20:51:00,20:51:00,70111
6507860-Sunday,20:54:00,20:54:00,70101
6507860-Sunday,20:57:00,20:57:00,70091
6507860-Sunday,21:00:00,21:00:00,70081
6507860-Sunday,21:03:00,21:03:00,70071
6507860-Sunday,21:08:00,21:08:00,70061
6507860-Sunday,21:12:00,21:12:00,70051
6507860-Sunday,21:17:00,21:17:00,70041
6507860-Sunday,21:23:00,21:23:00,70031
6507860-Sunday,21:28:00,21:28:00,70021
6507860-Sunday,21:36:00,21:36:00,70011
6507861-Sunday,21:00:00,21:00:00,70261
6507861-Sunday,21:05:00,21:05:00,70241
6507861-Sunday,21:10:00,21:10:00,70231
6507861-Sunday,21:14:00,21:14:00,70221
6507861-Sunday,21:19:00,21:19:00,70211
6507861-Sunday,21:23:00,21:23:00,70201
6507861-Sunday,21:27:00,21:27:00,70191
6507861-Sunday,21:31:00,21:31:00,70171
6507861-Sunday,21:34:00,21:34:00,70161
6507861-Sunday,21:37:00,21:37:00,70151
6507861-Sunday,21:41:00,21:41:00,70141
6507861-Sunday,21:45:00,21:45:00,70131
6507861-Sunday,21:48:00,21:48:00,70121
6507861-Sunday,21:51:00,21:51:00,70111
6507861-Sunday,21:54:00,21:54:00,70101
6507861-Sunday,21:57:00,21:57:00,70091
6507861-Sunday,22:00:00,22:00:00,70081
6507861-Sunday,22:03:00,22:03:00,70071
6507861-Sunday,22:08:00,22:08:00,70061
6507861-Sunday,22:12:00,22:12:00,70051
6507861-Sunday,22:17:00,22:17:00,70041
6507861-Sunday,22:23:00,22:23:00,70031
6507861-Sunday,22:28:00,22:28:00,70021
6507861-Sunday,22:36:00,22:36:00,70011
6507862-Sunday,10:35:00,10:35:00,70261
6507862-Sunday,10:45:00,10:45:00,70221
6507862-Sunday,10:50:00,10:50:00,70211
6507862-Sunday,10:58:00,10:58:00,70171
6507862-Sunday,11:04:00,11:04:00,70141
6507862-Sunday,11:10:00,11:10:00,70111
6507862-Sunday,11:14:00,11:14:00,70091
6507862-Sunday,11:21:00,11:21:00,70061
6507862-Sunday,11:39:00,11:39:00,70011
6507863-Sunday,17:35:00,17:35:00,70261
6507863-Sunday,17:45:00,17:45:00,70221
6507863-Sunday,17:50:00,17:50:00,70211
6507863-Sunday,17:58:00,17:58:00,70171
6507863-Sunday,18:04:00,18:04:00,70141
6507863-Sunday,18:10:00,18:10:00,70111
6507863-Sunday,18:14:00,18:14:00,70091
6507863-Sunday,18:21:00,18:21:00,70061
6507863-Sunday,18:39:00,18:39:00,70011
6507864-Sunday,11:59:00,11:59:00,70012
6507864-Sunday,12:15:00,12:15:00,70062
6507864-Sunday,12:21:00,12:21:00,70092
6507864-Sunday,12:25:00,12:25:00,70112
6507864-Sunday,12:33:00,12:33:00,70142
6507864-Sunday,12:39:00,12:39:00,70172
6507864-Sunday,12:47:00,12:47:00,70212
6507864-Sunday,12:52:00,12:52:00,70222
6507864-Sunday,13:03:00,13:03:00,70262
6507865-Sunday,18:59:00,18:59:00,70012
6507865-Sunday,19:15:00,19:15:00,70062
6507865-Sunday,19:21:00,19:21:00,70092
6507865-Sunday,19:25:00,19:25:00,70112
6507865-Sunday,19:33:00,19:33:00,70142
6507865-Sunday,19:39:00,19:39:00,70172
6507865-Sunday,19:47:00,19:47:00,70212
6507865-Sunday,19:52:00,19:52:00,70222
6507865-Sunday,20:03:00,20:03:00,70262
6507915-Sunday,08:33:00,08:33:00,777403
6507915-Sunday,08:45:00,08:45:00,777402
6507916-Sunday,09:33:00,09:33:00,777403
6507916-Sunday,09:45:00,09:45:00,777402
6507917-Sunday,10:33:00,10:33:00,777403
6507917-Sunday,10:45:00,10:45:00,777402
6507918-Sunday,11:33:00,11:33:00,777403
6507918-Sunday,11:45:00,11:45:00,777402
6507919-Sunday,12:33:00,12:33:00,777403
6507919-Sunday,12:45:00,12:45:00,777402
6507920-Sunday,13:33:00,13:33:00,777403
6507920-Sunday,13:45:00,13:45:00,777402
6507921-Sunday,14:33:00,14:33:00,777403
6507921-Sunday,14:45:00,14:45:00,777402
6507922-Sunday,15:33:00,15:33:00,777403
6507922-Sunday,15:45:00,15:45:00,777402
6507923-Sunday,16:33:00,16:33:00,777403
6507923-Sunday,16:45:00,16:45:00,777402
6507924-Sunday,17:33:00,17:33:00,777403
6507924-Sunday,17:45:00,17:45:00,777402
6507925-Sunday,18:33:00,18:33:00,777403
6507925-Sunday,18:45:00,18:45:00,777402
6507926-Sunday,19:33:00,19:33:00,777403
6507926-Sunday,19:45:00,19:45:00,777402
6507927-Sunday,20:33:00,20:33:00,777403
6507927-Sunday,20:45:00,20:45:00,777402
6507928-Sunday,17:10:00,17:10:00,777403
6507928-Sunday,17:22:00,17:22:00,777402
6507929-Sunday,10:10:00,10:10:00,777403
6507929-Sunday,10:22:00,10:22:00,777402
6507930-Sunday,07:33:00,07:33:00,777403
6507930-Sunday,07:45:00,07:45:00,777402
6507931-Sunday,10:00:00,10:00:00,777402
6507931-Sunday,10:10:00,10:10:00,777403
6507932-Sunday,11:00:00,11:00:00,777402
6507932-Sunday,11:10:00,11:10:00,777403
6507933-Sunday,12:00:00,12:00:00,777402
6507933-Sunday,12:10:00,12:10:00,777403
6507934-Sunday,13:00:00,13:00:00,777402
6507934-Sunday,13:10:00,13:10:00,777403
6507935-Sunday,14:00:00,14:00:00,777402
6507935-Sunday,14:10:00,14:10:00,777403
6507936-Sunday,15:00:00,15:00:00,777402
6507936-Sunday,15:10:00,15:10:00,777403
6507937-Sunday,16:00:00,16:00:00,777402
6507937-Sunday,16:10:00,16:10:00,777403
6507938-Sunday,17:00:00,17:00:00,777402
6507938-Sunday,17:10:00,17:10:00,777403
6507939-Sunday,18:00:00,18:00:00,777402
6507939-Sunday,18:10:00,18:10:00,777403
6507940-Sunday,19:00:00,19:00:00,777402
6507940-Sunday,19:10:00,19:10:00,777403
6507941-Sunday,20:00:00,20:00:00,777402
6507941-Sunday,20:10:00,20:10:00,777403
6507942-Sunday,21:00:00,21:00:00,777402
6507942-Sunday,21:10:00,21:10:00,777403
6507943-Sunday,22:00:00,22:00:00,777402
6507943-Sunday,22:10:00,22:10:00,777403
6507944-Sunday,13:13:00,13:13:00,777402
6507944-Sunday,13:23:00,13:23:00,777403
6507945-Sunday,20:13:00,20:13:00,777402
6507945-Sunday,20:23:00,20:23:00,777403
6507678-Weekday,06:57:00,06:57:00,70012
6507678-Weekday,07:02:00,07:02:00,70022
6507678-Weekday,07:15:00,07:15:00,70062
6507678-Weekday,07:30:00,07:30:00,70142
6507678-Weekday,07:35:00,07:35:00,70162
6507678-Weekday,07:38:00,07:38:00,70172
6507678-Weekday,07:46:00,07:46:00,70212
6507678-Weekday,08:00:00,08:00:00,70262
6507680-Weekday,08:57:00,08:57:00,70012
6507680-Weekday,09:02:00,09:02:00,70022
6507680-Weekday,09:15:00,09:15:00,70062
6507680-Weekday,09:30:00,09:30:00,70142
6507680-Weekday,09:35:00,09:35:00,70162
6507680-Weekday,09:38:00,09:38:00,70172
6507680-Weekday,09:46:00,09:46:00,70212
6507680-Weekday,10:00:00,10:00:00,70262
6507681-Weekday,16:23:00,16:23:00,70261
6507681-Weekday,16:35:00,16:35:00,70211
6507681-Weekday,16:43:00,16:43:00,70171
6507681-Weekday,16:46:00,16:46:00,70161
6507681-Weekday,16:52:00,16:52:00,70141
6507681-Weekday,17:07:00,17:07:00,70061
6507681-Weekday,17:19:00,17:19:00,70021
6507681-Weekday,17:26:00,17:26:00,70011
6507682-Weekday,17:23:00,17:23:00,70261
6507682-Weekday,17:35:00,17:35:00,70211
6507682-Weekday,17:44:00,17:44:00,70171
6507682-Weekday,17:47:00,17:47:00,70161
6507682-Weekday,17:53:00,17:53:00,70141
6507682-Weekday,18:09:00,18:09:00,70061
6507682-Weekday,18:21:00,18:21:00,70021
6507682-Weekday,18:28:00,18:28:00,70011
6507683-Weekday,18:23:00,18:23:00,70261
6507683-Weekday,18:35:00,18:35:00,70211
6507683-Weekday,18:43:00,18:43:00,70171
6507683-Weekday,18:46:00,18:46:00,70161
6507683-Weekday,18:52:00,18:52:00,70141
6507683-Weekday,19:07:00,19:07:00,70061
6507683-Weekday,19:19:00,19:19:00,70021
6507683-Weekday,19:26:00,19:26:00,70011
6507684-Weekday,16:45:00,16:45:00,70261
6507684-Weekday,16:58:00,16:58:00,70211
6507684-Weekday,17:06:00,17:06:00,70171
6507684-Weekday,17:17:00,17:17:00,70111
6507684-Weekday,17:27:00,17:27:00,70061
6507684-Weekday,17:39:00,17:39:00,70021
6507684-Weekday,17:46:00,17:46:00,70011
6507685-Weekday,17:45:00,17:45:00,70261
6507685-Weekday,17:58:00,17:58:00,70211
6507685-Weekday,18:06:00,18:06:00,70171
6507685-Weekday,18:17:00,18:17:00,70111
6507685-Weekday,18:28:00,18:28:00,70061
6507685-Weekday,18:40:00,18:40:00,70021
6507685-Weekday,18:47:00,18:47:00,70011
6507686-Weekday,05:45:00,05:45:00,70261
6507686-Weekday,05:57:00,05:57:00,70211
6507686-Weekday,06:05:00,06:05:00,70171
6507686-Weekday,06:16:00,06:16:00,70111
6507686-Weekday,06:26:00,06:26:00,70061
6507686-Weekday,06:44:00,06:44:00,70011
6507687-Weekday,06:45:00,06:45:00,70261
6507687-Weekday,06:57:00,06:57:00,70211
6507687-Weekday,07:05:00,07:05:00,70171
6507687-Weekday,07:16:00,07:16:00,70111
6507687-Weekday,07:26:00,07:26:00,70061
6507687-Weekday,07:44:00,07:44:00,70011
6507688-Weekday,07:45:00,07:45:00,70261
6507688-Weekday,07:57:00,07:57:00,70211
6507688-Weekday,08:05:00,08:05:00,70171
6507688-Weekday,08:16:00,08:16:00,70111
6507688-Weekday,08:26:00,08:26:00,70061
6507688-Weekday,08:44:00,08:44:00,70011
6507689-Weekday,05:56:00,05:56:00,70271
6507689-Weekday,06:03:00,06:03:00,70261
6507689-Weekday,06:13:00,06:13:00,70221
6507689-Weekday,06:23:00,06:23:00,70171
6507689-Weekday,06:30:00,06:30:00,70141
6507689-Weekday,06:39:00,06:39:00,70091
6507689-Weekday,06:47:00,06:47:00,70061
6507689-Weekday,07:04:00,07:04:00,70011
6507690-Weekday,06:56:00,06:56:00,70271
6507690-Weekday,07:03:00,07:03:00,70261
6507690-Weekday,07:13:00,07:13:00,70221
6507690-Weekday,07:23:00,07:23:00,70171
6507690-Weekday,07:30:00,07:30:00,70141
6507690-Weekday,07:39:00,07:39:00,70091
6507690-Weekday,07:47:00,07:47:00,70061
6507690-Weekday,08:04:00,08:04:00,70011
6507691-Weekday,07:56:00,07:56:00,70271
6507691-Weekday,08:03:00,08:03:00,70261
6507691-Weekday,08:14:00,08:14:00,70221
6507691-Weekday,08:25:00,08:25:00,70171
6507691-Weekday,08:33:00,08:33:00,70141
6507691-Weekday,08:42:00,08:42:00,70091
6507691-Weekday,08:50:00,08:50:00,70061
6507691-Weekday,09:07:00,09:07:00,70011
6507692-Weekday,07:14:00,07:14:00,70012
6507692-Weekday,07:19:00,07:19:00,70022
6507692-Weekday,07:32:00,07:32:00,70062
6507692-Weekday,07:42:00,07:42:00,70112
6507692-Weekday,07:53:00,07:53:00,70172
6507692-Weekday,08:00:00,08:00:00,70212
6507692-Weekday,08:15:00,08:15:00,70262
6507693-Weekday,08:14:00,08:14:00,70012
6507693-Weekday,08:19:00,08:19:00,70022
6507693-Weekday,08:32:00,08:32:00,70062
6507693-Weekday,08:42:00,08:42:00,70112
6507693-Weekday,08:53:00,08:53:00,70172
6507693-Weekday,09:00:00,09:00:00,70212
6507693-Weekday,09:15:00,09:15:00,70262
6507694-Weekday,16:09:00,16:09:00,70012
6507694-Weekday,16:25:00,16:25:00,70062
6507694-Weekday,16:35:00,16:35:00,70112
6507694-Weekday,16:46:00,16:46:00,70172
6507694-Weekday,16:53:00,16:53:00,70212
6507694-Weekday,17:08:00,17:08:00,70262
6507695-Weekday,17:14:00,17:14:00,70012
6507695-Weekday,17:30:00,17:30:00,70062
6507695-Weekday,17:40:00,17:40:00,70112
6507695-Weekday,17:51:00,17:51:00,70172
6507695-Weekday,17:58:00,17:58:00,70212
6507695-Weekday,18:13:00,18:13:00,70262
6507696-Weekday,18:14:00,18:14:00,70012
6507696-Weekday,18:30:00,18:30:00,70062
6507696-Weekday,18:40:00,18:40:00,70112
6507696-Weekday,18:51:00,18:51:00,70172
6507696-Weekday,18:58:00,18:58:00,70212
6507696-Weekday,19:13:00,19:13:00,70262
6507697-Weekday,16:33:00,16:33:00,70012
6507697-Weekday,16:49:00,16:49:00,70062
6507697-Weekday,16:59:00,16:59:00,70092
6507697-Weekday,17:08:00,17:08:00,70142
6507697-Weekday,17:14:00,17:14:00,70172
6507697-Weekday,17:23:00,17:23:00,70222
6507697-Weekday,17:34:00,17:34:00,70262
6507697-Weekday,17:41:00,17:41:00,70272
6507698-Weekday,17:33:00,17:33:00,70012
6507698-Weekday,17:49:00,17:49:00,70062
6507698-Weekday,17:59:00,17:59:00,70092
6507698-Weekday,18:08:00,18:08:00,70142
6507698-Weekday,18:14:00,18:14:00,70172
6507698-Weekday,18:24:00,18:24:00,70222
6507698-Weekday,18:35:00,18:35:00,70262
6507698-Weekday,18:42:00,18:42:00,70272
6507699-Weekday,18:33:00,18:33:00,70012
6507699-Weekday,18:49:00,18:49:00,70062
6507699-Weekday,18:59:00,18:59:00,70092
6507699-Weekday,19:08:00,19:08:00,70142
6507699-Weekday,19:14:00,19:14:00,70172
6507699-Weekday,19:23:00,19:23:00,70222
6507699-Weekday,19:34:00,19:34:00,70262
6507699-Weekday,19:41:00,19:41:00,70272
6507700-Weekday,06:11:00,06:11:00,70012
6507700-Weekday,06:16:00,06:16:00,70022
6507700-Weekday,06:29:00,06:29:00,70062
6507700-Weekday,06:33:00,06:33:00,70082
6507700-Weekday,06:38:00,06:38:00,70092
6507700-Weekday,06:42:00,06:42:00,70112
6507700-Weekday,06:46:00,06:46:00,70132
6507700-Weekday,06:51:00,06:51:00,70142
6507700-Weekday,06:56:00,06:56:00,70162
6507700-Weekday,06:59:00,06:59:00,70172
6507700-Weekday,07:03:00,07:03:00,70192
6507700-Weekday,07:09:00,07:09:00,70212
6507700-Weekday,07:14:00,07:14:00,70232
6507700-Weekday,07:26:00,07:26:00,70262
6507701-Weekday,06:24:00,06:24:00,70012
6507701-Weekday,06:29:00,06:29:00,70022
6507701-Weekday,06:34:00,06:34:00,70032
6507701-Weekday,06:40:00,06:40:00,70042
6507701-Weekday,06:44:00,06:44:00,70052
6507701-Weekday,06:48:00,06:48:00,70062
6507701-Weekday,06:52:00,06:52:00,70082
6507701-Weekday,06:57:00,06:57:00,70092
6507701-Weekday,07:00:00,07:00:00,70102
6507701-Weekday,07:03:00,07:03:00,70112
6507701-Weekday,07:06:00,07:06:00,70122
6507701-Weekday,07:09:00,07:09:00,70132
6507701-Weekday,07:14:00,07:14:00,70142
6507701-Weekday,07:20:00,07:20:00,70172
6507701-Weekday,07:36:00,07:36:00,70242
6507701-Weekday,07:45:00,07:45:00,70262
6507701-Weekday,07:52:00,07:52:00,70272
6507702-Weekday,07:24:00,07:24:00,70012
6507702-Weekday,07:29:00,07:29:00,70022
6507702-Weekday,07:34:00,07:34:00,70032
6507702-Weekday,07:40:00,07:40:00,70042
6507702-Weekday,07:44:00,07:44:00,70052
6507702-Weekday,07:48:00,07:48:00,70062
6507702-Weekday,07:52:00,07:52:00,70082
6507702-Weekday,07:57:00,07:57:00,70092
6507702-Weekday,08:00:00,08:00:00,70102
6507702-Weekday,08:03:00,08:03:00,70112
6507702-Weekday,08:06:00,08:06:00,70122
6507702-Weekday,08:09:00,08:09:00,70132
6507702-Weekday,08:14:00,08:14:00,70142
6507702-Weekday,08:20:00,08:20:00,70172
6507702-Weekday,08:36:00,08:36:00,70242
6507702-Weekday,08:45:00,08:45:00,70262
6507702-Weekday,08:52:00,08:52:00,70272
6507703-Weekday,08:24:00,08:24:00,70012
6507703-Weekday,08:29:00,08:29:00,70022
6507703-Weekday,08:34:00,08:34:00,70032
6507703-Weekday,08:40:00,08:40:00,70042
6507703-Weekday,08:44:00,08:44:00,70052
6507703-Weekday,08:48:00,08:48:00,70062
6507703-Weekday,08:52:00,08:52:00,70082
6507703-Weekday,08:57:00,08:57:00,70092
6507703-Weekday,09:00:00,09:00:00,70102
6507703-Weekday,09:03:00,09:03:00,70112
6507703-Weekday,09:06:00,09:06:00,70122
6507703-Weekday,09:09:00,09:09:00,70132
6507703-Weekday,09:14:00,09:14:00,70142
6507703-Weekday,09:20:00,09:20:00,70172
6507703-Weekday,09:36:00,09:36:00,70242
6507703-Weekday,09:45:00,09:45:00,70262
6507703-Weekday,09:52:00,09:52:00,70272
6507704-Weekday,06:44:00,06:44:00,70012
6507704-Weekday,06:49:00,06:49:00,70022
6507704-Weekday,07:01:00,07:01:00,70062
6507704-Weekday,07:09:00,07:09:00,70092
6507704-Weekday,07:15:00,07:15:00,70132
6507704-Weekday,07:20:00,07:20:00,70142
6507704-Weekday,07:25:00,07:25:00,70162
6507704-Weekday,07:28:00,07:28:00,70172
6507704-Weekday,07:32:00,07:32:00,70192
6507704-Weekday,07:36:00,07:36:00,70202
6507704-Weekday,07:40:00,07:40:00,70212
6507704-Weekday,07:45:00,07:45:00,70222
6507704-Weekday,07:51:00,07:51:00,70232
6507704-Weekday,07:58:00,07:58:00,70242
6507704-Weekday,08:01:00,08:01:00,70252
6507704-Weekday,08:08:00,08:08:00,70262
6507704-Weekday,08:15:00,08:15:00,70272
6507707-Weekday,07:44:00,07:44:00,70012
6507707-Weekday,07:49:00,07:49:00,70022
6507707-Weekday,08:01:00,08:01:00,70062
6507707-Weekday,08:09:00,08:09:00,70092
6507707-Weekday,08:15:00,08:15:00,70132
6507707-Weekday,08:20:00,08:20:00,70142
6507707-Weekday,08:25:00,08:25:00,70162
6507707-Weekday,08:28:00,08:28:00,70172
6507707-Weekday,08:32:00,08:32:00,70192
6507707-Weekday,08:36:00,08:36:00,70202
6507707-Weekday,08:40:00,08:40:00,70212
6507707-Weekday,08:45:00,08:45:00,70222
6507707-Weekday,08:51:00,08:51:00,70232
6507707-Weekday,08:58:00,08:58:00,70242
6507707-Weekday,09:07:00,09:07:00,70262
6507707-Weekday,09:14:00,09:14:00,70272
6507708-Weekday,08:44:00,08:44:00,70012
6507708-Weekday,08:49:00,08:49:00,70022
6507708-Weekday,09:01:00,09:01:00,70062
6507708-Weekday,09:09:00,09:09:00,70092
6507708-Weekday,09:15:00,09:15:00,70132
6507708-Weekday,09:20:00,09:20:00,70142
6507708-Weekday,09:25:00,09:25:00,70162
6507708-Weekday,09:28:00,09:28:00,70172
6507708-Weekday,09:32:00,09:32:00,70192
6507708-Weekday,09:36:00,09:36:00,70202
6507708-Weekday,09:40:00,09:40:00,70212
6507708-Weekday,09:45:00,09:45:00,70222
6507708-Weekday,09:51:00,09:51:00,70232
6507708-Weekday,09:58:00,09:58:00,70242
6507708-Weekday,10:07:00,10:07:00,70262
6507708-Weekday,10:14:00,10:14:00,70272
6507709-Weekday,09:37:00,09:37:00,70012
6507709-Weekday,09:51:00,09:51:00,70052
6507709-Weekday,09:55:00,09:55:00,70062
6507709-Weekday,09:59:00,09:59:00,70082
6507709-Weekday,10:04:00,10:04:00,70092
6507709-Weekday,10:08:00,10:08:00,70112
6507709-Weekday,10:11:00,10:11:00,70122
6507709-Weekday,10:14:00,10:14:00,70132
6507709-Weekday,10:19:00,10:19:00,70142
6507709-Weekday,10:24:00,10:24:00,70162
6507709-Weekday,10:27:00,10:27:00,70172
6507709-Weekday,10:31:00,10:31:00,70192
6507709-Weekday,10:35:00,10:35:00,70202
6507709-Weekday,10:39:00,10:39:00,70212
6507709-Weekday,10:44:00,10:44:00,70222
6507709-Weekday,10:48:00,10:48:00,70232
6507709-Weekday,10:53:00,10:53:00,70242
6507709-Weekday,11:02:00,11:02:00,70262
6507709-Weekday,11:09:00,11:09:00,70272
6507710-Weekday,14:37:00,14:37:00,70012
6507710-Weekday,14:51:00,14:51:00,70052
6507710-Weekday,14:55:00,14:55:00,70062
6507710-Weekday,14:59:00,14:59:00,70082
6507710-Weekday,15:04:00,15:04:00,70092
6507710-Weekday,15:08:00,15:08:00,70112
6507710-Weekday,15:11:00,15:11:00,70122
6507710-Weekday,15:14:00,15:14:00,70132
6507710-Weekday,15:19:00,15:19:00,70142
6507710-Weekday,15:24:00,15:24:00,70162
6507710-Weekday,15:27:00,15:27:00,70172
6507710-Weekday,15:31:00,15:31:00,70192
6507710-Weekday,15:35:00,15:35:00,70202
6507710-Weekday,15:39:00,15:39:00,70212
6507710-Weekday,15:44:00,15:44:00,70222
6507710-Weekday,15:48:00,15:48:00,70232
6507710-Weekday,15:53:00,15:53:00,70242
