trip_id,arrival_time,departure_time,stop_id,stop_sequence
6507753-Weekday,20:19:00,20:19:00,70111,13
6507753-Weekday,20:22:00,20:22:00,70101,14
6507753-Weekday,20:25:00,20:25:00,70091,15
6507753-Weekday,20:30:00,20:30:00,70081,16
6507753-Weekday,20:35:00,20:35:00,70061,17
6507753-Weekday,20:39:00,20:39:00,70051,18
6507753-Weekday,20:43:00,20:43:00,70041,19
6507753-Weekday,20:49:00,20:49:00,70031,20
6507753-Weekday,20:54:00,20:54:00,70021,21
6507753-Weekday,21:03:00,21:03:00,70011,22
6507754-Weekday,22:30:00,22:30:00,70261,1
6507754-Weekday,22:35:00,22:35:00,70241,2
6507754-Weekday,22:40:00,22:40:00,70231,3
6507754-Weekday,22:44:00,22:44:00,70221,4
6507754-Weekday,22:49:00,22:49:00,70211,5
6507754-Weekday,22:53:00,22:53:00,70201,6
6507754-Weekday,22:57:00,22:57:00,70191,7
6507754-Weekday,23:01:00,23:01:00,70171,8
6507754-Weekday,23:04:00,23:04:00,70161,9
6507754-Weekday,23:09:00,23:09:00,70141,10
6507754-Weekday,23:13:00,23:13:00,70131,11
6507754-Weekday,23:16:00,23:16:00,70121,12
6507754-Weekday,23:19:00,23:19:00,70111,13
6507754-Weekday,23:22:00,23:22:00,70101,14
6507754-Weekday,23:25:00,23:25:00,70091,15
6507754-Weekday,23:30:00,23:30:00,70081,16
6507754-Weekday,23:35:00,23:35:00,70061,17
6507754-Weekday,23:39:00,23:39:00,70051,18
6507754-Weekday,23:43:00,23:43:00,70041,19
6507754-Weekday,23:49:00,23:49:00,70031,20
6507754-Weekday,23:54:00,23:54:00,70021,21
6507754-Weekday,24:03:00,24:03:00,70011,22
6507755-Weekday,04:55:00,04:55:00,70012,1
6507755-Weekday,05:00:00,05:00:00,70022,2
6507755-Weekday,05:05:00,05:05:00,70032,3
6507755-Weekday,05:11:00,05:11:00,70042,4
6507755-Weekday,05:15:00,05:15:00,70052,5
6507755-Weekday,05:19:00,05:19:00,70062,6
6507755-Weekday,05:23:00,05:23:00,70082,7
6507755-Weekday,05:28:00,05:28:00,70092,8
6507755-Weekday,05:31:00,05:31:00,70102,9
6507755-Weekday,05:34:00,05:34:00,70112,10
6507755-Weekday,05:37:00,05:37:00,70122,11
6507755-Weekday,05:40:00,05:40:00,70132,12
6507755-Weekday,05:45:00,05:45:00,70142,13
6507755-Weekday,05:50:00,05:50:00,70162,14
6507755-Weekday,05:53:00,05:53:00,70172,15
6507755-Weekday,05:57:00,05:57:00,70192,16
6507755-Weekday,06:01:00,06:01:00,70202,17
6507755-Weekday,06:05:00,06:05:00,70212,18
6507755-Weekday,06:10:00,06:10:00,70222,19
6507755-Weekday,06:14:00,06:14:00,70232,20
6507755-Weekday,06:19:00,06:19:00,70242,21
6507755-Weekday,06:28:00,06:28:00,70262,22
6507756-Weekday,09:07:00,09:07:00,70012,1
6507756-Weekday,09:12:00,09:12:00,70022,2
6507756-Weekday,09:17:00,09:17:00,70032,3
6507756-Weekday,09:23:00,09:23:00,70042,4
6507756-Weekday,09:27:00,09:27:00,70052,5
6507756-Weekday,09:31:00,09:31:00,70062,6
6507756-Weekday,09:35:00,09:35:00,70082,7
6507756-Weekday,09:40:00,09:40:00,70092,8
6507756-Weekday,09:43:00,09:43:00,70102,9
6507756-Weekday,09:46:00,09:46:00,70112,10
6507756-Weekday,09:49:00,09:49:00,70122,11
6507756-Weekday,09:52:00,09:52:00,70132,12
6507756-Weekday,09:57:00,09:57:00,70142,13
6507756-Weekday,10:02:00,10:02:00,70162,14
6507756-Weekday,10:05:00,10:05:00,70172,15
6507756-Weekday,10:09:00,10:09:00,70192,16
6507756-Weekday,10:13:00,10:13:00,70202,17
6507756-Weekday,10:17:00,10:17:00,70212,18
6507756-Weekday,10:22:00,10:22:00,70222,19
6507756-Weekday,10:26:00,10:26:00,70232,20
6507756-Weekday,10:31:00,10:31:00,70242,21
6507756-Weekday,10:40:00,10:40:00,70262,22
6507757-Weekday,10:07:00,10:07:00,70012,1
6507757-Weekday,10:12:00,10:12:00,70022,2
6507757-Weekday,10:17:00,10:17:00,70032,3
6507757-Weekday,10:23:00,10:23:00,70042,4
6507757-Weekday,10:27:00,10:27:00,70052,5
6507757-Weekday,10:31:00,10:31:00,70062,6
6507757-Weekday,10:35:00,10:35:00,70082,7
6507757-Weekday,10:40:00,10:40:00,70092,8
6507757-Weekday,10:43:00,10:43:00,70102,9
6507757-Weekday,10:46:00,10:46:00,70112,10
6507757-Weekday,10:49:00,10:49:00,70122,11
6507757-Weekday,10:52:00,10:52:00,70132,12
6507757-Weekday,10:57:00,10:57:00,70142,13
6507757-Weekday,11:02:00,11:02:00,70162,14
6507757-Weekday,11:05:00,11:05:00,70172,15
6507757-Weekday,11:09:00,11:09:00,70192,16
6507757-Weekday,11:13:00,11:13:00,70202,17
6507757-Weekday,11:17:00,11:17:00,70212,18
6507757-Weekday,11:22:00,11:22:00,70222,19
6507757-Weekday,11:26:00,11:26:00,70232,20
6507757-Weekday,11:31:00,11:31:00,70242,21
6507757-Weekday,11:40:00,11:40:00,70262,22
6507758-Weekday,11:07:00,11:07:00,70012,1
6507758-Weekday,11:12:00,11:12:00,70022,2
6507758-Weekday,11:17:00,11:17:00,70032,3
6507758-Weekday,11:23:00,11:23:00,70042,4
6507758-Weekday,11:27:00,11:27:00,70052,5
6507758-Weekday,11:31:00,11:31:00,70062,6
6507758-Weekday,11:35:00,11:35:00,70082,7
6507758-Weekday,11:40:00,11:40:00,70092,8
6507758-Weekday,11:43:00,11:43:00,70102,9
6507758-Weekday,11:46:00,11:46:00,70112,10
6507758-Weekday,11:49:00,11:49:00,70122,11
6507758-Weekday,11:52:00,11:52:00,70132,12
6507758-Weekday,11:57:00,11:57:00,70142,13
6507758-Weekday,12:02:00,12:02:00,70162,14
6507758-Weekday,12:05:00,12:05:00,70172,15
6507758-Weekday,12:09:00,12:09:00,70192,16
6507758-Weekday,12:13:00,12:13:00,70202,17
6507758-Weekday,12:17:00,12:17:00,70212,18
6507758-Weekday,12:22:00,12:22:00,70222,19
6507758-Weekday,12:26:00,12:26:00,70232,20
6507758-Weekday,12:31:00,12:31:00,70242,21
6507758-Weekday,12:40:00,12:40:00,70262,22
6507759-Weekday,12:07:00,12:07:00,70012,1
6507759-Weekday,12:12:00,12:12:00,70022,2
6507759-Weekday,12:17:00,12:17:00,70032,3
6507759-Weekday,12:23:00,12:23:00,70042,4
6507759-Weekday,12:27:00,12:27:00,70052,5
6507759-Weekday,12:31:00,12:31:00,70062,6
6507759-Weekday,12:35:00,12:35:00,70082,7
6507759-Weekday,12:40:00,12:40:00,70092,8
6507759-Weekday,12:43:00,12:43:00,70102,9
6507759-Weekday,12:46:00,12:46:00,70112,10
6507759-Weekday,12:49:00,12:49:00,70122,11
6507759-Weekday,12:52:00,12:52:00,70132,12
6507759-Weekday,12:57:00,12:57:00,70142,13
6507759-Weekday,13:02:00,13:02:00,70162,14
6507759-Weekday,13:05:00,13:05:00,70172,15
6507759-Weekday,13:09:00,13:09:00,70192,16
6507759-Weekday,13:13:00,13:13:00,70202,17
6507759-Weekday,13:17:00,13:17:00,70212,18
6507759-Weekday,13:22:00,13:22:00,70222,19
6507759-Weekday,13:26:00,13:26:00,70232,20
6507759-Weekday,13:31:00,13:31:00,70242,21
6507759-Weekday,13:40:00,13:40:00,70262,22
6507760-Weekday,13:07:00,13:07:00,70012,1
6507760-Weekday,13:12:00,13:12:00,70022,2
6507760-Weekday,13:17:00,13:17:00,70032,3
6507760-Weekday,13:23:00,13:23:00,70042,4
6507760-Weekday,13:27:00,13:27:00,70052,5
6507760-Weekday,13:31:00,13:31:00,70062,6
6507760-Weekday,13:35:00,13:35:00,70082,7
6507760-Weekday,13:40:00,13:40:00,70092,8
6507760-Weekday,13:43:00,13:43:00,70102,9
6507760-Weekday,13:46:00,13:46:00,70112,10
6507760-Weekday,13:49:00,13:49:00,70122,11
6507760-Weekday,13:52:00,13:52:00,70132,12
6507760-Weekday,13:57:00,13:57:00,70142,13
6507760-Weekday,14:02:00,14:02:00,70162,14
6507760-Weekday,14:05:00,14:05:00,70172,15
6507760-Weekday,14:09:00,14:09:00,70192,16
6507760-Weekday,14:13:00,14:13:00,70202,17
6507760-Weekday,14:17:00,14:17:00,70212,18
6507760-Weekday,14:22:00,14:22:00,70222,19
6507760-Weekday,14:26:00,14:26:00,70232,20
6507760-Weekday,14:31:00,14:31:00,70242,21
6507760-Weekday,14:40:00,14:40:00,70262,22
6507761-Weekday,14:07:00,14:07:00,70012,1
6507761-Weekday,14:12:00,14:12:00,70022,2
6507761-Weekday,14:17:00,14:17:00,70032,3
6507761-Weekday,14:23:00,14:23:00,70042,4
6507761-Weekday,14:27:00,14:27:00,70052,5
6507761-Weekday,14:31:00,14:31:00,70062,6
6507761-Weekday,14:35:00,14:35:00,70082,7
6507761-Weekday,14:40:00,14:40:00,70092,8
6507761-Weekday,14:43:00,14:43:00,70102,9
6507761-Weekday,14:46:00,14:46:00,70112,10
6507761-Weekday,14:49:00,14:49:00,70122,11
6507761-Weekday,14:52:00,14:52:00,70132,12
6507761-Weekday,14:57:00,14:57:00,70142,13
6507761-Weekday,15:02:00,15:02:00,70162,14
6507761-Weekday,15:05:00,15:05:00,70172,15
6507761-Weekday,15:09:00,15:09:00,70192,16
6507761-Weekday,15:13:00,15:13:00,70202,17
6507761-Weekday,15:17:00,15:17:00,70212,18
6507761-Weekday,15:22:00,15:22:00,70222,19
6507761-Weekday,15:26:00,15:26:00,70232,20
6507761-Weekday,15:31:00,15:31:00,70242,21
6507761-Weekday,15:40:00,15:40:00,70262,22
6507762-Weekday,05:25:00,05:25:00,70012,1
6507762-Weekday,05:30:00,05:30:00,70022,2
6507762-Weekday,05:35:00,05:35:00,70032,3
6507762-Weekday,05:41:00,05:41:00,70042,4
6507762-Weekday,05:45:00,05:45:00,70052,5
6507762-Weekday,05:49:00,05:49:00,70062,6
6507762-Weekday,05:53:00,05:53:00,70082,7
6507762-Weekday,05:58:00,05:58:00,70092,8
6507762-Weekday,06:01:00,06:01:00,70102,9
6507762-Weekday,06:04:00,06:04:00,70112,10
6507762-Weekday,06:07:00,06:07:00,70122,11
6507762-Weekday,06:10:00,06:10:00,70132,12
6507762-Weekday,06:15:00,06:15:00,70142,13
6507762-Weekday,06:20:00,06:20:00,70162,14
6507762-Weekday,06:23:00,06:23:00,70172,15
6507762-Weekday,06:27:00,06:27:00,70192,16
6507762-Weekday,06:31:00,06:31:00,70202,17
6507762-Weekday,06:35:00,06:35:00,70212,18
6507762-Weekday,06:40:00,06:40:00,70222,19
6507762-Weekday,06:44:00,06:44:00,70232,20
6507762-Weekday,06:49:00,06:49:00,70242,21
6507762-Weekday,06:58:00,06:58:00,70262,22
6507762-Weekday,07:05:00,07:05:00,70272,23
6507763-Weekday,20:40:00,20:40:00,70012,1
6507763-Weekday,20:45:00,20:45:00,70022,2
6507763-Weekday,20:50:00,20:50:00,70032,3
6507763-Weekday,20:56:00,20:56:00,70042,4
6507763-Weekday,21:00:00,21:00:00,70052,5
6507763-Weekday,21:04:00,21:04:00,70062,6
6507763-Weekday,21:08:00,21:08:00,70082,7
6507763-Weekday,21:13:00,21:13:00,70092,8
6507763-Weekday,21:16:00,21:16:00,70102,9
6507763-Weekday,21:19:00,21:19:00,70112,10
6507763-Weekday,21:22:00,21:22:00,70122,11
6507763-Weekday,21:25:00,21:25:00,70132,12
6507763-Weekday,21:30:00,21:30:00,70142,13
6507763-Weekday,21:35:00,21:35:00,70162,14
6507763-Weekday,21:38:00,21:38:00,70172,15
6507763-Weekday,21:42:00,21:42:00,70192,16
6507763-Weekday,21:46:00,21:46:00,70202,17
6507763-Weekday,21:50:00,21:50:00,70212,18
6507763-Weekday,21:55:00,21:55:00,70222,19
6507763-Weekday,21:59:00,21:59:00,70232,20
6507763-Weekday,22:04:00,22:04:00,70242,21
6507763-Weekday,22:13:00,22:13:00,70262,22
6507763-Weekday,22:20:00,22:20:00,70272,23
6507764-Weekday,21:40:00,21:40:00,70012,1
6507764-Weekday,21:45:00,21:45:00,70022,2
6507764-Weekday,21:50:00,21:50:00,70032,3
6507764-Weekday,21:56:00,21:56:00,70042,4
6507764-Weekday,22:00:00,22:00:00,70052,5
6507764-Weekday,22:04:00,22:04:00,70062,6
6507764-Weekday,22:08:00,22:08:00,70082,7
6507764-Weekday,22:13:00,22:13:00,70092,8
6507764-Weekday,22:16:00,22:16:00,70102,9
6507764-Weekday,22:19:00,22:19:00,70112,10
6507764-Weekday,22:22:00,22:22:00,70122,11
6507764-Weekday,22:25:00,22:25:00,70132,12
6507764-Weekday,22:30:00,22:30:00,70142,13
6507764-Weekday,22:35:00,22:35:00,70162,14
6507764-Weekday,22:38:00,22:38:00,70172,15
6507764-Weekday,22:42:00,22:42:00,70192,16
6507764-Weekday,22:46:00,22:46:00,70202,17
6507764-Weekday,22:50:00,22:50:00,70212,18
6507764-Weekday,22:55:00,22:55:00,70222,19
6507764-Weekday,22:59:00,22:59:00,70232,20
6507764-Weekday,23:04:00,23:04:00,70242,21
6507764-Weekday,23:13:00,23:13:00,70262,22
6507764-Weekday,23:20:00,23:20:00,70272,23
6507765-Weekday,04:58:00,04:58:00,70271,1
6507765-Weekday,05:05:00,05:05:00,70261,2
6507765-Weekday,05:10:00,05:10:00,70241,3
6507765-Weekday,05:15:00,05:15:00,70231,4
6507765-Weekday,05:19:00,05:19:00,70221,5
6507765-Weekday,05:24:00,05:24:00,70211,6
6507765-Weekday,05:28:00,05:28:00,70201,7
6507765-Weekday,05:32:00,05:32:00,70191,8
6507765-Weekday,05:36:00,05:36:00,70171,9
6507765-Weekday,05:39:00,05:39:00,70161,10
6507765-Weekday,05:44:00,05:44:00,70141,11
6507765-Weekday,05:48:00,05:48:00,70131,12
6507765-Weekday,05:51:00,05:51:00,70121,13
6507765-Weekday,05:54:00,05:54:00,70111,14
6507765-Weekday,05:57:00,05:57:00,70101,15
6507765-Weekday,06:00:00,06:00:00,70091,16
6507765-Weekday,06:05:00,06:05:00,70081,17
6507765-Weekday,06:10:00,06:10:00,70061,18
6507765-Weekday,06:14:00,06:14:00,70051,19
6507765-Weekday,06:18:00,06:18:00,70041,20
6507765-Weekday,06:24:00,06:24:00,70031,21
6507765-Weekday,06:29:00,06:29:00,70021,22
6507765-Weekday,06:38:00,06:38:00,70011,23
6507766-Weekday,20:23:00,20:23:00,70271,1
6507766-Weekday,20:30:00,20:30:00,70261,2
6507766-Weekday,20:35:00,20:35:00,70241,3
6507766-Weekday,20:40:00,20:40:00,70231,4
6507766-Weekday,20:44:00,20:44:00,70221,5
6507766-Weekday,20:49:00,20:49:00,70211,6
6507766-Weekday,20:53:00,20:53:00,70201,7
6507766-Weekday,20:57:00,20:57:00,70191,8
6507766-Weekday,21:01:00,21:01:00,70171,9
6507766-Weekday,21:04:00,21:04:00,70161,10
6507766-Weekday,21:09:00,21:09:00,70141,11
6507766-Weekday,21:13:00,21:13:00,70131,12
6507766-Weekday,21:16:00,21:16:00,70121,13
6507766-Weekday,21:19:00,21:19:00,70111,14
6507766-Weekday,21:22:00,21:22:00,70101,15
6507766-Weekday,21:25:00,21:25:00,70091,16
6507766-Weekday,21:30:00,21:30:00,70081,17
6507766-Weekday,21:35:00,21:35:00,70061,18
6507766-Weekday,21:39:00,21:39:00,70051,19
6507766-Weekday,21:43:00,21:43:00,70041,20
6507766-Weekday,21:49:00,21:49:00,70031,21
6507766-Weekday,21:54:00,21:54:00,70021,22
6507766-Weekday,22:03:00,22:03:00,70011,23
6507767-Weekday,21:23:00,21:23:00,70271,1
6507767-Weekday,21:30:00,21:30:00,70261,2
6507767-Weekday,21:35:00,21:35:00,70241,3
6507767-Weekday,21:40:00,21:40:00,70231,4
6507767-Weekday,21:44:00,21:44:00,70221,5
6507767-Weekday,21:49:00,21:49:00,70211,6
6507767-Weekday,21:53:00,21:53:00,70201,7
6507767-Weekday,21:57:00,21:57:00,70191,8
6507767-Weekday,22:01:00,22:01:00,70171,9
6507767-Weekday,22:04:00,22:04:00,70161,10
6507767-Weekday,22:09:00,22:09:00,70141,11
6507767-Weekday,22:13:00,22:13:00,70131,12
6507767-Weekday,22:16:00,22:16:00,70121,13
6507767-Weekday,22:19:00,22:19:00,70111,14
6507767-Weekday,22:22:00,22:22:00,70101,15
6507767-Weekday,22:25:00,22:25:00,70091,16
6507767-Weekday,22:30:00,22:30:00,70081,17
6507767-Weekday,22:35:00,22:35:00,70061,18
6507767-Weekday,22:39:00,22:39:00,70051,19
6507767-Weekday,22:43:00,22:43:00,70041,20
6507767-Weekday,22:49:00,22:49:00,70031,21
6507767-Weekday,22:54:00,22:54:00,70021,22
6507767-Weekday,23:03:00,23:03:00,70011,23
6507768-Weekday,15:07:00,15:07:00,70012,1
6507768-Weekday,15:12:00,15:12:00,70022,2
6507768-Weekday,15:17:00,15:17:00,70032,3
6507768-Weekday,15:23:00,15:23:00,70042,4
6507768-Weekday,15:27:00,15:27:00,70052,5
6507768-Weekday,15:31:00,15:31:00,70062,6
6507768-Weekday,15:35:00,15:35:00,70082,7
6507768-Weekday,15:40:00,15:40:00,70092,8
6507768-Weekday,15:43:00,15:43:00,70102,9
6507768-Weekday,15:46:00,15:46:00,70112,10
6507768-Weekday,15:49:00,15:49:00,70122,11
6507768-Weekday,15:52:00,15:52:00,70132,12
6507768-Weekday,15:57:00,15:57:00,70142,13
6507768-Weekday,16:02:00,16:02:00,70162,14
6507768-Weekday,16:05:00,16:05:00,70172,15
6507768-Weekday,16:09:00,16:09:00,70192,16
6507768-Weekday,16:13:00,16:13:00,70202,17
6507768-Weekday,16:17:00,16:17:00,70212,18
6507768-Weekday,16:22:00,16:22:00,70222,19
6507768-Weekday,16:26:00,16:26:00,70232,20
6507768-Weekday,16:31:00,16:31:00,70242,21
6507768-Weekday,16:34:00,16:34:00,70252,22
6507768-Weekday,16:41:00,16:41:00,70262,23
6507768-Weekday,16:47:00,16:47:00,70272,24
6507768-Weekday,16:54:00,16:54:00,70282,25
6507768-Weekday,17:00:00,17:00:00,70292,26
6507768-Weekday,17:13:00,17:13:00,70302,27
6507768-Weekday,17:19:00,17:19:00,70312,28
6507768-Weekday,17:32:00,17:32:00,70322,29
6507769-Weekday,15:05:00,15:05:00,70261,1
6507769-Weekday,15:08:00,15:08:00,70251,2
6507769-Weekday,15:12:00,15:12:00,70241,3
6507769-Weekday,15:17:00,15:17:00,70231,4
6507769-Weekday,15:21:00,15:21:00,70221,5
6507769-Weekday,15:26:00,15:26:00,70211,6
6507769-Weekday,15:30:00,15:30:00,70201,7
6507769-Weekday,15:34:00,15:34:00,70191,8
6507769-Weekday,15:38:00,15:38:00,70171,9
6507769-Weekday,15:41:00,15:41:00,70161,10
6507769-Weekday,15:46:00,15:46:00,70141,11
6507769-Weekday,15:50:00,15:50:00,70131,12
6507769-Weekday,15:53:00,15:53:00,70121,13
6507769-Weekday,15:56:00,15:56:00,70111,14
6507769-Weekday,15:59:00,15:59:00,70101,15
6507769-Weekday,16:02:00,16:02:00,70091,16
6507769-Weekday,16:07:00,16:07:00,70081,17
6507769-Weekday,16:12:00,16:12:00,70061,18
6507769-Weekday,16:16:00,16:16:00,70051,19
6507769-Weekday,16:20:00,16:20:00,70041,20
6507769-Weekday,16:26:00,16:26:00,70031,21
6507769-Weekday,16:31:00,16:31:00,70021,22
6507769-Weekday,16:40:00,16:40:00,70011,23
6507910-Weekday,16:31:00,16:31:00,70261,1
6507910-Weekday,16:39:00,16:39:00,70231,2
6507910-Weekday,16:46:00,16:46:00,70211,3
6507910-Weekday,16:54:00,16:54:00,70171,4
6507910-Weekday,16:57:00,16:57:00,70161,5
6507910-Weekday,17:04:00,17:04:00,70131,6
6507910-Weekday,17:08:00,17:08:00,70111,7
6507910-Weekday,17:12:00,17:12:00,70091,8
6507910-Weekday,17:17:00,17:17:00,70081,9
6507910-Weekday,17:24:00,17:24:00,70051,10
6507910-Weekday,17:35:00,17:35:00,70021,11
6507910-Weekday,17:43:00,17:43:00,70011,12
6507912-Weekday,17:31:00,17:31:00,70261,1
6507912-Weekday,17:39:00,17:39:00,70231,2
6507912-Weekday,17:46:00,17:46:00,70211,3
6507912-Weekday,17:54:00,17:54:00,70171,4
6507912-Weekday,17:57:00,17:57:00,70161,5
6507912-Weekday,18:04:00,18:04:00,70131,6
6507912-Weekday,18:08:00,18:08:00,70111,7
6507912-Weekday,18:12:00,18:12:00,70091,8
6507912-Weekday,18:17:00,18:17:00,70081,9
6507912-Weekday,18:24:00,18:24:00,70051,10
6507912-Weekday,18:35:00,18:35:00,70021,11
6507912-Weekday,18:43:00,18:43:00,70011,12
6507913-Weekday,08:19:00,08:19:00,70012,1
6507913-Weekday,08:24:00,08:24:00,70022,2
6507913-Weekday,08:35:00,08:35:00,70052,3
6507913-Weekday,08:40:00,08:40:00,70082,4
6507913-Weekday,08:46:00,08:46:00,70092,5
6507913-Weekday,08:50:00,08:50:00,70112,6
6507913-Weekday,08:54:00,08:54:00,70132,7
6507913-Weekday,09:02:00,09:02:00,70162,8
6507913-Weekday,09:05:00,09:05:00,70172,9
6507913-Weekday,09:13:00,09:13:00,70212,10
6507913-Weekday,09:20:00,09:20:00,70232,11
6507913-Weekday,09:32:00,09:32:00,70262,12
6507914-Weekday,07:19:00,07:19:00,70012,1
6507914-Weekday,07:24:00,07:24:00,70022,2
6507914-Weekday,07:35:00,07:35:00,70052,3
6507914-Weekday,07:40:00,07:40:00,70082,4
6507914-Weekday,07:46:00,07:46:00,70092,5
6507914-Weekday,07:50:00,07:50:00,70112,6
6507914-Weekday,07:54:00,07:54:00,70132,7
6507914-Weekday,08:02:00,08:02:00,70162,8
6507914-Weekday,08:05:00,08:05:00,70172,9
6507914-Weekday,08:13:00,08:13:00,70212,10
6507914-Weekday,08:20:00,08:20:00,70232,11
6507914-Weekday,08:32:00,08:32:00,70262,12
6508010-Weekday,18:24:00,18:24:00,70271,1
6508010-Weekday,18:31:00,18:31:00,70271,2
6508010-Weekday,18:39:00,18:39:00,70231,3
6508010-Weekday,18:46:00,18:46:00,70211,4
6508010-Weekday,18:54:00,18:54:00,70171,5
6508010-Weekday,18:57:00,18:57:00,70161,6
6508010-Weekday,19:04:00,19:04:00,70131,7
6508010-Weekday,19:08:00,19:08:00,70111,8
6508010-Weekday,19:12:00,19:12:00,70091,9
6508010-Weekday,19:17:00,19:17:00,70081,10
6508010-Weekday,19:24:00,19:24:00,70051,11
6508010-Weekday,19:35:00,19:35:00,70021,12
6508010-Weekday,19:43:00,19:43:00,70011,13
6508110-Weekday,16:56:00,16:56:00,70012,1
6508110-Weekday,17:08:00,17:08:00,70042,2
6508110-Weekday,17:14:00,17:14:00,70062,3
6508110-Weekday,17:24:00,17:24:00,70112,4
6508110-Weekday,17:30:00,17:30:00,70142,5
6508110-Weekday,17:36:00,17:36:00,70162,6
6508110-Weekday,17:40:00,17:40:00,70172,7
6508110-Weekday,17:44:00,17:44:00,70192,8
6508110-Weekday,17:48:00,17:48:00,70202,9
6508110-Weekday,17:52:00,17:52:00,70212,10
6508110-Weekday,17:57:00,17:57:00,70222,11
6508110-Weekday,18:03:00,18:03:00,70232,12
6508110-Weekday,18:10:00,18:10:00,70242,13
6508110-Weekday,18:18:00,18:18:00,70262,14
6508110-Weekday,18:24:00,18:24:00,70272,15
6508110-Weekday,18:31:00,18:31:00,70282,16
6508110-Weekday,18:37:00,18:37:00,70292,17
6508110-Weekday,18:50:00,18:50:00,70302,18
6508110-Weekday,18:56:00,18:56:00,70312,19
6508110-Weekday,19:09:00,19:09:00,70322,20
6508210-Weekday,07:57:00,07:57:00,70012,1
6508210-Weekday,08:02:00,08:02:00,70022,2
6508210-Weekday,08:15:00,08:15:00,70062,3
6508210-Weekday,08:30:00,08:30:00,70142,4
6508210-Weekday,08:35:00,08:35:00,70162,5
6508210-Weekday,08:38:00,08:38:00,70172,6
6508210-Weekday,08:46:00,08:46:00,70212,7
6508210-Weekday,09:00:00,09:00:00,70262,8
6508211-Weekday,17:27:00,17:27:00,70012,1
6508211-Weekday,17:32:00,17:32:00,70022,2
6508211-Weekday,17:40:00,17:40:00,70032,3
6508211-Weekday,17:48:00,17:48:00,70042,4
6508211-Weekday,17:52:00,17:52:00,70052,5
6508211-Weekday,17:56:00,17:56:00,70062,6
6508211-Weekday,18:00:00,18:00:00,70082,7
6508211-Weekday,18:06:00,18:06:00,70092,8
6508211-Weekday,18:09:00,18:09:00,70102,9
6508211-Weekday,18:13:00,18:13:00,70112,10
6508211-Weekday,18:16:00,18:16:00,70122,11
6508211-Weekday,18:20:00,18:20:00,70132,12
6508211-Weekday,18:24:00,18:24:00,70142,13
6508211-Weekday,18:30:00,18:30:00,70162,14
6508211-Weekday,18:38:00,18:38:00,70212,15
6508211-Weekday,18:43:00,18:43:00,70222,16
6508211-Weekday,18:47:00,18:47:00,70232,17
6508211-Weekday,18:52:00,18:52:00,70242,18
6508211-Weekday,19:00:00,19:00:00,70262,19
6508211-Weekday,19:06:00,19:06:00,70272,20
6508211-Weekday,19:13:00,19:13:00,70282,21
6508211-Weekday,19:19:00,19:19:00,70292,22
6508211-Weekday,19:32:00,19:32:00,70302,23
6508211-Weekday,19:38:00,19:38:00,70312,24
6508211-Weekday,19:51:00,19:51:00,70322,25
6507866-Mixed,11:59:00,11:59:00,70012,1
6507866-Mixed,12:15:00,12:15:00,70062,2
6507866-Mixed,12:21:00,12:21:00,70092,3
6507866-Mixed,12:25:00,12:25:00,70112,4
6507866-Mixed,12:33:00,12:33:00,70142,5
6507866-Mixed,12:39:00,12:39:00,70172,6
6507866-Mixed,12:47:00,12:47:00,70212,7
6507866-Mixed,12:52:00,12:52:00,70222,8
6507866-Mixed,13:03:00,13:03:00,70262,9
6507867-Mixed,18:59:00,18:59:00,70012,1
6507867-Mixed,19:15:00,19:15:00,70062,2
6507867-Mixed,19:21:00,19:21:00,70092,3
6507867-Mixed,19:25:00,19:25:00,70112,4
6507867-Mixed,19:33:00,19:33:00,70142,5
6507867-Mixed,19:39:00,19:39:00,70172,6
6507867-Mixed,19:47:00,19:47:00,70212,7
6507867-Mixed,19:52:00,19:52:00,70222,8
6507867-Mixed,20:03:00,20:03:00,70262,9
6507868-Mixed,16:59:00,16:59:00,70012,1
6507868-Mixed,17:15:00,17:15:00,70062,2
6507868-Mixed,17:21:00,17:21:00,70092,3
6507868-Mixed,17:25:00,17:25:00,70112,4
6507868-Mixed,17:33:00,17:33:00,70142,5
6507868-Mixed,17:39:00,17:39:00,70172,6
6507868-Mixed,17:47:00,17:47:00,70212,7
6507868-Mixed,17:52:00,17:52:00,70222,8
6507868-Mixed,18:03:00,18:03:00,70262,9
6507869-Mixed,17:59:00,17:59:00,70012,1
6507869-Mixed,18:15:00,18:15:00,70062,2
6507869-Mixed,18:21:00,18:21:00,70092,3
6507869-Mixed,18:25:00,18:25:00,70112,4
6507869-Mixed,18:33:00,18:33:00,70142,5
6507869-Mixed,18:39:00,18:39:00,70172,6
6507869-Mixed,18:47:00,18:47:00,70212,7
6507869-Mixed,18:52:00,18:52:00,70222,8
6507869-Mixed,19:03:00,19:03:00,70262,9
6507870-Mixed,06:35:00,06:35:00,70261,1
6507870-Mixed,06:45:00,06:45:00,70221,2
6507870-Mixed,06:50:00,06:50:00,70211,3
6507870-Mixed,06:58:00,06:58:00,70171,4
6507870-Mixed,07:04:00,07:04:00,70141,5
6507870-Mixed,07:10:00,07:10:00,70111,6
6507870-Mixed,07:14:00,07:14:00,70091,7
6507870-Mixed,07:21:00,07:21:00,70061,8
6507870-Mixed,07:39:00,07:39:00,70011,9
6507871-Mixed,10:35:00,10:35:00,70261,1
6507871-Mixed,10:45:00,10:45:00,70221,2
